Open,High,Low,Close,Volume_sum,ret_1q,vol_4q,max_drawdown_4q,ma4_ratio
32499,35450,19350,19800,5250068,-0.3421926910299003,0.903140477613704,-0.3421926910299003,0.1154929577464789
19949,24050,15350,19600,5744513,-0.01010101010101,0.9376793351875944,-0.3488372093023255,-0.0254816656308266
20000,20200,12050,14350,1921944,-0.2678571428571429,0.988088385550797,-0.5232558139534884,-0.3154442456768038
14500,17800,13000,13850,3396441,-0.0348432055749129,0.166237846586299,-0.3005050505050505,-0.1804733727810651
13650,16750,12650,14750,4652058,0.0649819494584837,0.1436808584285492,-0.2474489795918367,-0.0567545963229416
14850,18600,13700,15650,10772809,0.0610169491525423,0.1560997215472884,0.0,0.0682593856655289
15750,19600,7000,9080,21223783,-0.4198083067092651,0.2297793507386281,-0.4198083067092651,-0.3189574348396775
9080,13520,7520,10400,21187038,0.145374449339207,0.2580763662798527,-0.3354632587859425,-0.1659983961507618
10580,11480,7100,8220,6278328,-0.2096153846153846,0.2583894620266421,-0.4747603833865814,-0.241522491349481
8200,8420,5080,5700,1949476,-0.3065693430656934,0.2442858160167439,-0.4519230769230768,-0.3173652694610778
7841,9073,6793,8047,137687035,0.0352502251382993,0.381580216197409,0.0,0.2909798259335017
8181,11640,7942,10889,109234463,0.3531750963091835,0.3567761600759742,0.0,0.3333741504928671
10955,14689,9516,11334,101562154,0.0408669299292865,0.1691527834202299,0.0,0.1917041242804196
11333,19105,10922,17353,108655443,0.531056996647256,0.2443352868021543,0.0,0.4575310249249311
17352,17480,13676,15900,54929364,-0.0837319195528151,0.2819341956391868,-0.0837319195528151,0.1464417045208739
15728,17310,10983,11070,52970140,-0.3037735849056604,0.3533074800058041,-0.3620699590848845,-0.2044127423325008
11070,12351,7521,7847,44252180,-0.2911472448057813,0.3918467177085074,-0.5478015328761597,-0.398351543032394
8077,10556,7743,7940,47192311,0.0118516630559448,0.1560349140112329,-0.5006289308176101,-0.2571976518464812
7965,15932,7564,13933,117334855,0.7547858942065491,0.4964929198637831,0.0,0.3663152733513115
13940,19405,12205,18678,155077052,0.3405583865642718,0.4487408573011706,0.0,0.5437001528988801
18762,27182,15036,21457,220401484,0.1487846664525109,0.3233095917185468,0.0,0.384143981421752
20984,29491,20386,24918,181136035,0.1612993428717901,0.2828597686043808,0.0,0.2618945129516623
29966,31557,19962,23464,25459527,-0.2181793949087032,0.2340782133198812,-0.550343030163658,-0.3095472802977915
23872,37878,22326,28829,42711699,0.2286481418342993,0.2783873715998626,-0.0477936319196723,0.0242936197049234
28874,32330,20917,21963,20475579,-0.2381629609074196,0.21810315426279,-0.2681927229108356,-0.1574404419380826
21963,24736,20053,22700,12301502,0.0335564358238855,0.2223416906725414,-0.2125984251968503,-0.0634927183464664
22650,26900,17950,21350,11019746,-0.0594713656387665,0.1943798940666127,-0.259426272156509,-0.0995550494506652
21350,26200,19500,20800,10616843,-0.0257611241217798,0.1169707164904996,-0.0837004405286343,-0.0416181908239549
20850,21550,12900,13700,13456525,-0.3413461538461538,0.1665603954777394,-0.3964757709251101,-0.302355187778485
13750,14900,10250,10550,10991381,-0.22992700729927,0.1481375339116215,-0.5058548009367682,-0.3644578313253012
10500,12940,8780,9230,13664438,-0.1251184834123222,0.1358010070049824,-0.55625,-0.3198231392778187
9160,9790,6310,6560,11150322,-0.2892741061755146,0.0927964183649035,-0.5211678832116788,-0.3446553446553446
6560,6800,4120,4400,14831137,-0.3292682926829268,0.0887878294355193,-0.5829383886255924,-0.4274560832791151
4395,6990,3890,6170,22403568,0.4022727272727273,0.3368672493112429,-0.3315276273022751,-0.0637329286798179
8941,9596,8556,9481,626601,0.0649219364259239,0.0513227196135564,0.0,0.0860563017268536
9481,13875,9404,11524,1114855,0.2154835987765004,0.0985196916591168,0.0,0.2105359909661492
11601,12641,10560,11408,1745795,-0.0100659493231516,0.0937877173160901,-0.0100659493231516,0.1044631619711491
14350,18400,14000,17650,2712195,0.2256944444444444,0.1239135847559302,0.0,0.28405660034193
17650,18750,15250,16800,1004266,-0.0481586402266288,0.1591390110731405,-0.0481586402266288,0.1152046201334262
16700,21800,16600,21000,2626207,0.25,0.1478570856158029,0.0,0.2025769506084467
18250,31000,17150,29900,2340882,0.6383561643835616,0.3481901803240372,0.0,0.3915066899360093
29850,32500,0,21700,1204138,-0.274247491638796,0.409877544631369,-0.274247491638796,-0.0445789763346174
15200,15200,9960,10070,13647611,-0.5359447004608295,0.5047029892916618,-0.6632107023411371,-0.495995995995996
7375,8300,4960,5725,68812094,-0.2210884353741496,0.6141575124926579,-0.2210884353741496,-0.0468262226847034
5800,6225,5150,6150,25731762,0.074235807860262,0.2042319915659033,-0.1632653061224489,-0.0199203187250995
6174,6174,4925,5050,21139878,-0.1788617886178861,0.2221279360860029,-0.3129251700680272,-0.1678681771369722
5075,6050,4495,6050,25510280,0.1980198019801979,0.2012609866217591,-0.0162601626016259,0.0533188248095757
